rainfall,soil_moisture,tilt_x,tilt_y,vibration,temperature,pressure,landslide
72.93,95.2,1.513,1.037,0.415,17.51,1003.33,1
48.56,45.21,1.538,1.03,0.083,34.92,1017.45,1
27.02,15.84,1.086,2.833,0.139,34.4,1014.5,0
30.85,44.93,2.594,2.744,0.882,27.54,996.38,0
57.53,23.12,0.955,1.645,0.49,31.51,998.75,0
44.07,30.7,0.282,1.1,0.163,15.37,1009.82,1
109.66,65.63,0.908,2.598,0.894,34.41,1007.13,1
44.2,16.07,2.146,0.97,0.845,24.13,1012.98,0
44.81,51.83,1.973,0.461,0.023,33.19,1011.83,1
46.02,64.85,0.564,1.918,0.581,22.7,1011.26,0
100.39,47.97,0.335,0.128,0.244,30.76,1016.41,1
78.09,11.72,1.983,1.137,0.533,23.36,1013.0,0
73.7,98.7,2.029,2.423,0.279,22.25,997.29,1
40.1,43.04,1.098,0.886,0.316,33.94,1016.19,0
98.15,80.07,2.528,2.794,0.602,28.98,1000.07,0
4.6,39.31,2.935,2.867,0.539,31.8,1017.33,0
104.5,52.75,0.617,2.447,0.395,25.87,1014.73,1
61.53,44.96,1.731,2.963,0.108,33.37,992.22,1
47.79,40.83,0.016,1.592,0.969,29.8,1013.14,0
59.66,11.97,2.139,1.708,0.175,16.44,1005.0,1
80.09,42.4,1.243,2.509,0.633,30.34,1019.31,1
1.53,90.05,0.58,1.478,0.083,15.37,1003.75,0
104.59,72.14,2.257,1.22,0.688,31.58,992.01,1
53.61,23.09,2.432,1.844,0.095,21.64,998.79,0
41.16,63.2,0.333,1.973,0.23,26.97,1002.91,1
16.59,90.3,0.123,2.253,0.647,29.99,1007.76,1
52.74,73.0,1.002,2.005,0.283,27.74,994.56,0
59.56,23.38,1.878,2.237,0.533,28.45,1005.45,0
48.44,88.1,2.38,2.024,0.125,32.85,1004.5,1
81.44,37.14,1.638,1.441,0.202,22.48,1015.1,0
50.51,50.87,1.742,0.405,0.734,25.94,999.07,0
115.37,57.35,2.4,2.356,0.035,18.5,1003.49,1
71.91,86.55,1.587,0.092,0.112,24.35,1001.66,1
96.9,93.84,1.833,2.978,0.215,18.0,1008.97,1
13.12,93.67,1.549,2.485,0.02,27.67,1015.09,0
47.67,10.72,2.641,2.013,0.095,21.49,1010.27,0
40.42,92.97,0.707,2.9,0.281,32.18,1003.95,0
68.34,14.89,0.792,1.837,0.093,21.87,1009.13,0
103.33,33.92,0.384,0.169,0.866,20.74,999.67,1
9.4,56.35,2.458,1.678,0.066,24.83,994.32,0
8.71,53.19,1.235,0.832,0.861,18.51,999.59,1
102.04,64.42,1.044,1.108,0.823,19.08,1003.31,1
25.54,53.15,2.944,1.379,0.101,30.66,1003.18,0
80.25,94.09,2.78,2.324,0.025,24.94,1012.13,0
65.15,31.65,2.916,1.509,0.05,19.13,1018.09,1
99.95,34.66,0.427,1.424,0.59,15.63,1001.67,1
15.01,92.87,2.674,0.906,0.67,24.33,992.59,1
15.57,16.91,0.986,1.62,0.621,29.85,991.0,1
66.82,64.86,0.038,0.745,0.541,22.02,990.12,0
113.57,71.36,1.174,0.783,0.175,19.96,1018.14,1
49.8,55.5,1.528,2.272,0.841,22.93,1019.87,0
39.23,72.48,0.325,1.028,0.328,34.18,991.54,0
72.8,25.55,1.613,0.154,0.986,23.46,1000.75,1
111.65,86.74,2.458,1.031,0.385,20.19,1010.08,1
100.43,22.6,1.133,1.916,0.263,26.38,995.37,0
119.46,46.07,1.058,2.442,0.894,31.21,1007.83,1
2.71,16.77,1.016,2.886,0.567,15.45,1014.41,0
13.54,59.07,2.769,2.239,0.722,26.16,1015.74,0
73.14,70.28,0.146,1.287,0.408,31.73,1011.19,0
98.47,94.71,1.335,0.897,0.887,19.31,992.45,1
34.23,76.54,0.794,0.389,0.918,33.43,1000.45,0
28.71,58.7,2.681,1.883,0.437,26.55,1019.02,0
94.44,93.94,0.288,1.53,0.241,25.33,995.78,1
6.77,53.06,1.234,2.033,0.648,34.27,1003.62,0
44.33,60.51,1.22,0.711,0.955,17.59,1000.03,1
60.7,63.65,2.665,0.971,0.622,29.8,996.17,1
67.24,46.9,0.646,0.876,0.954,31.37,999.71,0
87.43,85.46,1.935,2.393,0.344,24.77,995.69,1
42.58,26.67,0.403,0.514,0.915,15.13,1016.32,0
73.52,59.94,2.862,1.825,0.113,25.49,995.23,0
70.25,75.0,1.779,0.154,0.359,18.07,1008.71,1
65.71,91.36,1.879,1.649,0.494,26.25,1018.27,1
76.86,89.55,1.301,0.192,0.653,29.77,1018.58,1
31.13,55.79,1.027,0.528,0.294,25.62,1008.01,0
10.16,67.88,0.638,0.339,0.924,27.62,998.13,0
14.31,45.48,1.812,1.04,0.903,17.08,997.44,0
26.95,52.14,2.864,1.031,0.799,16.94,1012.42,0
60.02,91.56,1.079,2.479,0.114,32.02,1019.42,1
100.85,93.76,2.649,0.677,0.078,15.99,992.33,1
84.16,90.59,0.446,0.259,0.498,20.69,1013.68,0
94.68,22.45,2.808,1.811,0.765,33.75,993.69,0
42.12,86.51,1.051,2.062,0.123,24.18,998.95,1
48.56,95.35,1.139,0.884,0.641,28.49,1007.0,0
47.24,42.51,1.389,1.808,0.528,19.43,998.92,0
23.02,56.68,2.155,2.328,0.726,20.41,1009.51,1
7.35,80.12,2.159,1.043,0.435,25.18,1002.52,0
70.91,60.59,1.439,1.576,0.693,27.76,996.57,1
118.71,99.41,1.569,0.44,0.16,34.21,1005.93,1
20.02,51.01,0.09,0.071,0.215,26.49,990.72,0
5.6,74.25,0.913,2.944,0.903,16.92,1012.23,0
93.54,81.33,1.038,0.899,0.329,22.34,1005.67,1
30.31,54.47,1.676,0.837,0.986,19.88,1018.4,0
99.56,87.13,1.675,2.92,0.046,20.09,993.08,1
84.47,59.15,2.13,2.185,0.496,25.11,1011.97,1
113.48,47.05,2.151,1.756,0.325,21.33,999.03,1
49.07,19.7,0.706,2.098,0.996,20.79,1001.19,1
79.44,45.41,2.311,2.13,0.99,34.36,1000.45,1
55.78,76.05,0.059,2.29,0.235,26.68,1000.74,1
75.67,92.92,2.148,0.202,0.267,20.24,1002.93,1
53.95,32.65,0.306,1.238,0.75,20.52,990.63,0
22.64,41.97,2.189,0.885,0.89,31.22,1015.4,0
60.95,23.86,1.581,0.212,0.664,32.73,1016.45,0
63.43,72.17,1.312,1.238,0.865,28.58,991.19,1
97.27,96.42,2.072,1.849,0.063,23.63,1013.28,1
88.26,67.69,0.109,0.535,0.641,30.29,992.17,1
79.65,65.54,0.67,0.915,0.7,33.75,1014.23,1
13.61,59.81,1.849,1.918,0.19,18.32,1008.39,0
86.47,17.96,2.542,1.738,0.778,32.23,999.19,0
60.04,75.66,1.143,2.606,0.944,31.98,1008.42,1
107.29,64.18,0.776,2.374,0.898,22.33,1005.2,1
110.38,69.53,1.556,2.897,0.245,20.84,1009.07,1
6.62,90.89,1.867,1.792,0.324,26.31,1004.26,0
98.48,80.56,1.26,2.095,0.5,20.45,1013.19,1
4.52,80.28,2.63,2.582,0.158,17.91,991.36,0
44.06,93.45,1.57,2.52,0.954,34.06,1000.33,1
65.08,99.09,0.107,2.156,0.162,24.83,1006.78,0
17.77,62.32,0.669,1.501,0.761,24.45,1007.65,0
89.56,19.8,1.352,0.82,0.341,17.52,995.09,0
1.0,51.32,2.093,2.632,0.574,25.08,992.24,0
20.23,80.88,0.659,2.33,0.047,29.86,990.63,0
69.7,12.5,2.929,2.514,0.205,19.96,1002.39,0
85.73,15.12,0.956,0.422,0.444,22.38,999.91,0
110.0,16.04,1.597,0.944,0.677,18.58,1007.03,0
84.66,75.79,0.057,1.275,0.778,22.1,1003.49,0
80.61,55.1,2.655,2.515,0.03,32.23,1001.82,0
47.32,43.2,2.367,2.679,0.152,19.74,1015.3,0
0.15,19.51,0.586,0.855,0.73,15.59,1008.65,0
14.42,75.9,2.8,2.059,0.813,25.72,1009.38,0
64.15,38.89,0.948,0.233,0.237,26.59,1001.45,1
81.02,33.88,2.077,1.229,0.23,21.58,1013.31,0
50.09,68.71,2.457,1.46,0.088,27.83,994.56,0
87.68,60.31,2.223,2.297,0.15,15.76,1002.06,1
62.62,42.62,2.753,2.676,0.008,21.81,991.42,0
8.9,67.73,2.593,1.012,0.59,17.89,993.46,0
23.04,34.41,2.984,1.583,0.904,19.6,992.45,1
100.8,81.53,0.548,1.942,0.15,22.65,1003.24,1
86.99,30.64,0.914,0.986,0.751,24.87,1010.92,1
107.37,24.3,1.909,2.957,0.574,16.86,999.38,1
14.11,80.42,2.199,2.627,0.94,17.03,990.8,1
118.83,73.71,1.604,0.889,0.798,28.48,1011.22,1
25.13,26.44,0.222,1.524,0.853,23.08,996.22,1
1.41,20.46,2.525,0.693,0.639,18.53,1011.68,0
119.69,85.46,2.883,1.544,0.811,19.7,990.22,1
33.73,79.89,1.217,2.05,0.351,29.4,999.37,0
80.16,39.45,0.674,0.257,0.209,16.04,1008.64,0
21.2,69.24,0.058,2.61,0.913,25.17,1016.13,0
69.63,21.17,0.712,1.781,0.734,22.21,1012.62,1
108.48,55.63,2.1,2.969,0.091,31.22,1003.49,1
38.42,11.69,2.735,0.077,0.867,30.8,1011.56,0
80.43,45.24,0.281,2.494,0.349,28.78,1006.13,1
22.55,16.74,1.66,2.376,0.298,22.7,1014.4,0
74.98,52.76,2.087,0.399,0.623,27.62,1013.16,1
40.37,47.95,0.829,1.006,0.569,27.8,1019.28,1
25.34,49.99,1.71,2.654,0.538,21.64,993.15,0
37.58,14.08,2.146,1.555,0.255,32.6,1000.22,0
21.46,42.55,2.513,1.204,0.96,34.7,995.77,0
108.23,78.08,1.357,2.716,0.95,21.29,1008.92,1
47.66,43.2,2.244,0.28,0.004,31.02,1009.92,0
29.43,74.37,0.905,1.419,0.338,25.02,996.11,1
53.81,43.25,0.639,1.957,0.046,24.27,1002.65,0
38.46,48.09,0.562,1.826,0.85,22.73,1008.06,1
89.33,60.75,1.077,0.793,0.887,20.84,1009.77,1
116.55,95.56,0.108,1.69,0.518,33.39,993.08,1
52.56,19.8,0.849,2.126,0.84,29.82,1017.63,1
103.32,12.96,1.957,1.755,0.703,23.81,991.02,1
67.9,64.72,1.944,2.053,0.5,30.03,1019.19,1
18.87,95.42,0.221,0.768,0.364,29.37,999.49,0
82.87,99.08,0.862,2.499,0.266,20.35,999.49,0
61.61,53.57,1.709,1.349,0.259,18.52,1003.38,1
78.07,52.13,0.956,2.962,0.562,31.73,1010.85,1
106.76,68.05,1.254,0.07,0.167,31.23,994.79,1
52.85,60.01,2.138,1.141,0.175,34.94,997.65,1
108.14,67.07,0.028,0.541,0.01,15.39,1018.85,0
90.08,88.66,0.829,1.667,0.613,25.81,1016.31,1
58.63,77.17,0.427,0.73,0.994,29.03,996.37,1
72.39,54.72,0.383,2.212,0.889,26.65,1007.19,1
39.07,51.57,2.877,2.646,0.706,29.21,996.11,1
118.03,67.56,1.13,0.633,0.786,17.75,1006.5,1
80.08,51.01,1.581,0.482,0.417,15.03,1000.97,0
5.26,51.2,2.201,2.626,0.298,16.86,1000.87,0
39.19,11.47,0.142,1.084,0.369,22.6,1009.05,0
74.8,25.67,0.723,1.304,0.081,21.58,997.56,0
6.76,53.97,2.496,0.663,0.634,32.48,1002.13,1
2.87,84.04,2.586,1.276,0.175,16.67,1017.76,1
54.0,35.09,1.119,0.694,0.763,23.85,1012.66,0
39.92,57.04,1.125,1.998,0.19,34.16,1001.5,0
52.6,41.05,2.271,1.497,0.228,25.06,996.91,0
31.52,19.43,0.885,2.364,0.957,17.65,1009.77,1
19.77,96.25,0.351,0.938,0.105,20.83,1014.23,0
82.7,86.92,0.773,1.517,0.499,27.54,1015.82,1
61.75,17.06,1.162,0.779,0.063,15.24,1006.93,0
24.02,74.78,0.157,2.803,0.09,34.36,1005.5,0
38.35,41.28,1.436,1.566,0.634,26.34,1011.59,0
71.02,99.54,2.22,0.52,0.631,29.08,995.27,1
8.67,37.22,1.541,0.818,0.193,24.98,1015.56,0
17.69,31.49,0.216,0.249,0.872,34.16,992.22,0
8.79,61.11,1.32,0.083,0.702,26.78,1008.09,1
97.48,85.16,2.127,1.578,0.301,28.24,1007.69,0
90.29,27.33,0.174,1.011,0.248,32.22,999.32,0
90.4,73.85,0.18,2.891,0.754,32.23,991.06,1
85.96,15.53,1.112,0.514,0.734,15.56,1011.54,0
80.33,92.7,0.585,2.382,0.149,20.67,990.73,1
57.24,17.3,2.804,0.948,0.349,19.93,995.39,1
77.07,92.28,1.744,0.671,0.217,15.13,1006.33,1
4.6,54.17,0.862,2.909,0.294,32.54,1018.2,0
74.58,50.33,2.114,2.408,0.288,21.34,991.98,0
93.35,97.6,1.125,1.892,0.976,21.94,1007.36,1
60.04,99.13,0.396,2.091,0.75,16.99,999.87,1
42.9,68.52,0.712,2.974,0.78,34.79,1010.08,0
33.29,21.44,1.928,1.78,0.277,31.53,1018.59,0
77.14,55.56,0.156,0.306,0.001,26.44,998.06,0
83.14,57.62,0.818,0.195,0.058,30.44,1018.68,0
104.52,56.3,0.625,2.0,0.553,30.54,1016.12,1
41.08,61.25,0.603,1.973,0.285,28.13,1008.21,0
92.37,11.69,2.048,2.245,0.193,18.48,1012.75,1
67.36,74.01,2.477,0.326,0.05,29.41,1015.95,1
105.94,74.12,2.148,2.835,0.876,26.39,1014.1,1
63.34,20.39,1.937,1.653,0.6,29.48,999.8,1
62.12,61.32,2.749,1.949,0.107,25.87,1014.38,0
69.35,61.15,0.175,0.105,0.766,34.13,999.41,0
89.92,71.42,0.502,2.883,0.756,27.54,1016.01,1
115.76,17.69,1.243,1.688,0.289,26.47,997.66,0
8.83,66.39,1.117,1.69,0.188,31.86,1007.17,1
6.41,35.27,1.254,2.831,0.814,22.58,1010.79,0
112.51,55.63,0.619,2.788,0.33,21.32,1002.77,1
63.59,79.6,0.449,0.661,0.847,25.06,1013.49,1
73.79,73.51,1.528,2.793,0.044,26.69,1017.76,1
57.89,20.7,2.784,2.21,0.499,19.41,995.59,0
11.24,63.21,1.176,0.057,0.18,28.65,991.0,0
92.17,97.22,0.13,0.72,0.672,31.05,1008.8,1
89.67,24.11,2.119,1.239,0.997,26.55,1008.07,1
37.4,86.76,0.873,1.748,0.413,25.46,1000.24,0
36.75,73.23,0.735,2.104,0.1,20.89,1013.56,1
100.54,79.66,0.973,0.631,0.318,33.19,1014.78,0
8.68,35.38,2.171,2.51,0.892,30.09,999.96,1
105.73,35.91,2.456,2.537,0.766,24.61,1010.47,1
30.8,91.54,1.764,1.905,0.232,28.18,1009.26,1
71.16,42.38,0.967,2.763,0.954,21.74,1000.28,0
112.32,15.67,0.931,2.439,0.622,16.2,1019.07,0
81.37,64.05,0.373,0.665,0.168,19.08,1000.39,0
49.73,21.23,2.8,2.396,0.572,16.59,1008.61,1
82.74,81.69,1.914,2.86,0.451,25.16,1001.4,0
41.28,67.76,0.081,0.413,0.82,27.44,990.35,1
33.27,88.73,1.987,2.936,0.344,22.61,992.75,0
119.6,80.64,1.341,0.075,0.875,25.6,996.97,1
90.09,20.09,2.918,1.567,0.812,16.71,1014.37,0
77.37,44.3,2.457,2.322,0.675,30.4,1003.26,0
42.63,79.71,0.514,2.371,0.259,15.66,1007.66,0
5.9,47.56,2.16,2.204,0.97,27.69,1018.32,0
3.73,97.51,1.457,1.588,0.549,23.67,994.41,0
66.5,76.22,0.561,1.953,0.908,18.68,1015.85,0
91.44,11.39,2.096,2.1,0.216,25.46,1001.38,0
64.49,89.2,1.642,1.484,0.983,30.62,1000.12,0
100.89,19.07,0.091,1.787,0.816,23.27,1008.77,0
4.01,22.65,1.94,2.539,0.949,22.35,1016.96,0
44.01,76.1,1.905,0.939,0.212,17.85,1000.46,0
28.45,87.85,0.432,1.57,0.431,26.89,1012.84,0
53.67,58.27,1.047,0.025,0.098,31.56,990.58,0
8.69,36.01,1.758,2.062,0.137,26.23,1008.69,0
114.5,41.62,0.416,0.586,0.284,18.3,1008.92,0
26.79,40.86,2.558,1.443,0.952,28.22,1006.68,0
110.68,39.4,0.082,0.631,0.667,15.6,1018.13,1
51.11,31.86,0.309,0.071,0.315,31.76,1018.16,0
118.26,64.8,0.348,1.45,0.955,33.43,1000.26,1
66.49,91.04,1.584,1.275,0.74,26.94,1003.69,1
111.7,37.64,1.86,1.275,0.907,32.64,1013.77,1
0.64,26.8,1.211,0.626,0.927,16.69,1015.32,0
89.79,85.47,0.866,2.842,0.751,19.57,1002.54,1
108.37,76.76,2.428,0.011,0.243,21.35,1000.47,1
16.77,93.78,0.205,2.675,0.997,30.46,1014.62,1
11.54,24.9,0.841,2.211,0.325,24.68,1001.31,0
50.95,22.98,0.117,0.516,0.672,21.97,1002.16,0
112.04,58.73,0.042,1.417,0.845,18.16,994.07,1
65.09,65.3,1.06,2.967,0.175,31.21,1006.29,0
63.29,53.22,0.584,1.931,0.609,15.41,999.79,0
16.94,63.91,0.805,0.382,0.375,21.75,1007.72,0
0.09,26.23,2.463,1.373,0.244,19.86,1003.45,0
97.22,53.17,0.489,1.405,0.012,17.58,1012.44,1
10.51,69.23,2.341,2.407,0.872,18.44,998.33,1
76.06,48.94,2.025,2.748,0.136,24.88,995.16,1
109.75,71.15,0.979,0.247,0.878,23.52,1011.09,1
25.04,50.61,1.64,0.942,0.601,25.37,1001.52,0
79.83,40.02,1.333,0.895,0.621,29.55,1006.91,1
9.44,37.32,0.385,2.988,0.829,32.85,1018.23,0
72.45,46.98,2.722,1.678,0.509,17.37,1004.52,0
19.67,12.08,1.709,2.639,0.357,16.65,994.57,0
88.31,70.17,2.641,1.278,0.139,21.41,1002.8,1
36.15,86.06,2.471,2.168,0.57,25.93,1004.36,1
55.61,41.92,0.239,0.86,0.553,17.0,1012.98,0
71.93,14.14,0.622,2.735,0.294,29.32,995.86,1
20.55,98.81,0.436,1.365,0.6,26.12,1000.41,1
89.0,33.73,2.492,2.411,0.439,29.97,991.5,1
36.32,21.4,2.587,0.767,0.806,22.16,1011.06,0
79.48,43.28,1.584,2.081,0.559,23.02,1012.32,0
18.99,76.47,0.313,1.215,0.934,31.15,1003.72,1
82.57,36.45,0.407,0.094,0.518,20.34,1006.15,1
15.38,61.72,2.441,1.239,0.887,22.63,1012.49,0
51.04,47.4,2.788,1.65,0.521,15.27,998.05,0
29.66,20.6,0.598,0.455,0.558,26.11,1008.21,0
89.81,39.73,0.033,0.552,0.367,32.03,1018.92,0
31.44,75.24,0.993,1.395,0.4,15.56,1009.74,1
105.81,65.08,0.091,1.028,0.933,27.28,992.34,1
107.02,20.78,2.484,1.322,0.223,31.91,998.71,1
23.57,24.7,1.475,1.382,0.121,24.88,1005.57,0
73.66,67.67,1.926,0.42,0.83,21.26,992.18,1
10.53,83.21,1.234,0.544,0.577,34.93,1010.3,0
46.98,41.45,1.037,2.544,0.285,16.3,1009.63,0
85.6,63.58,0.667,0.488,0.432,19.21,1016.29,0
79.13,25.36,2.312,1.998,0.525,32.7,1005.0,0
74.96,38.02,2.087,1.256,0.592,20.95,1010.76,0
33.9,11.82,1.082,2.905,0.821,31.4,995.46,0
45.36,79.14,0.963,0.198,0.394,21.66,990.09,1
12.35,46.09,0.004,2.491,0.677,31.24,995.17,0
86.28,83.45,0.191,1.474,0.835,28.71,991.87,1
60.47,73.75,1.87,0.016,0.844,24.37,1002.83,1
85.05,84.59,1.544,0.791,0.254,25.46,1004.05,1
29.87,35.71,1.304,1.223,0.35,18.55,1009.33,1
38.93,26.66,2.483,0.943,0.595,17.32,994.22,0
40.11,97.47,1.512,1.087,0.886,29.34,996.44,1
3.09,74.56,1.153,2.75,0.79,31.97,1013.95,0
40.93,85.06,0.484,1.083,0.584,29.44,1007.3,0
96.4,11.18,2.462,1.256,0.984,33.26,990.88,1
107.68,41.9,1.729,2.283,0.439,32.8,1015.45,1
62.19,76.85,0.277,2.382,0.842,30.56,1008.89,1
54.66,17.02,1.947,0.252,0.818,32.96,995.6,1
3.7,61.06,1.275,2.112,0.908,18.34,997.56,0
105.5,48.62,2.434,1.448,0.988,29.63,1006.61,1
1.56,11.59,2.757,0.402,0.496,30.07,1006.82,1
113.37,31.24,1.801,0.794,0.196,18.08,1014.16,1
58.71,35.63,2.195,0.135,0.461,33.19,1000.76,0
41.03,20.07,0.17,1.081,0.854,15.18,1006.48,0
110.91,66.84,1.681,0.766,0.836,23.69,1007.48,1
2.93,31.82,2.266,1.146,0.336,15.43,1006.76,0
69.77,34.99,1.49,1.741,0.047,25.47,992.19,0
65.87,90.84,1.781,2.197,0.51,23.24,1002.34,1
26.32,52.04,2.697,1.816,0.474,27.46,1000.17,1
51.47,45.29,0.594,2.035,0.086,30.33,1019.78,0
78.27,75.15,0.295,2.597,0.795,30.37,1003.97,1
87.26,91.87,2.072,2.621,0.284,29.44,1003.06,1
0.09,12.25,2.469,2.582,0.646,17.04,1004.51,1
112.42,50.34,2.551,0.46,0.101,23.35,1017.58,1
19.74,64.97,1.925,0.753,0.861,31.32,1008.34,0
28.03,38.67,2.5,1.507,0.739,28.09,1001.67,0
31.62,79.52,2.102,1.076,0.388,28.62,1017.38,0
4.54,97.43,0.262,0.395,0.629,19.54,1017.9,0
14.77,94.91,2.286,0.863,0.187,21.5,997.93,0
118.36,33.94,0.538,2.926,0.985,34.12,1001.8,1
37.83,30.37,0.71,1.041,0.796,31.94,1018.99,0
13.84,96.17,1.184,1.257,0.789,18.3,1006.23,0
12.84,51.28,0.944,0.019,0.153,25.89,1002.95,0
86.34,28.75,0.965,2.158,0.018,24.81,995.86,1
102.55,73.63,0.508,1.241,0.585,23.87,1001.53,0
30.83,35.6,0.882,0.309,0.144,24.41,1008.94,0
2.51,34.05,0.059,2.906,0.78,27.86,991.16,0
26.77,89.13,1.419,2.332,0.416,34.34,992.5,1
6.78,24.62,2.306,2.178,0.339,32.51,990.16,0
12.41,15.8,2.587,2.874,0.074,32.5,996.57,0
51.78,34.23,2.461,1.222,0.996,29.07,995.49,1
27.59,64.63,1.249,2.156,0.956,15.35,1015.52,0
61.91,21.08,2.191,0.619,0.132,23.81,995.56,0
30.42,52.44,0.864,2.091,0.333,25.22,1009.84,1
112.86,66.46,0.167,0.042,0.391,31.85,993.55,0
108.71,86.39,2.028,0.379,0.297,33.46,1007.81,1
68.02,30.69,1.946,1.276,0.934,24.03,1003.07,1
42.53,83.56,2.405,0.036,0.721,21.01,1002.26,0
45.74,31.14,1.848,1.386,0.956,21.75,1015.7,0
49.42,70.91,0.471,1.568,0.875,26.57,995.03,0
87.31,48.76,2.559,1.865,0.755,20.5,1007.86,1
54.2,20.32,1.882,0.301,0.697,33.21,1014.66,0
102.81,74.28,2.423,0.543,0.866,23.37,1011.42,1
113.29,29.6,2.322,1.84,0.684,34.8,1019.5,1
40.31,25.9,0.894,1.975,0.189,17.19,990.06,0
67.28,42.25,0.224,0.078,0.648,18.76,1016.53,1
11.41,68.8,0.53,1.621,0.515,25.23,1008.4,1
24.06,31.06,0.279,2.355,0.982,32.37,990.07,0
49.62,26.53,0.73,0.207,0.51,22.08,1003.96,0
24.74,10.9,1.379,1.24,0.038,31.75,1013.02,0
105.19,52.45,2.72,0.98,0.264,23.51,995.48,1
18.99,48.58,2.616,2.741,0.917,32.06,1010.35,1
54.68,31.05,2.156,0.557,0.962,20.55,994.19,1
72.68,14.83,0.072,0.955,0.728,24.44,1014.1,0
83.02,48.63,1.024,2.695,0.057,20.57,1007.05,1
45.97,80.94,2.047,0.992,0.024,19.3,991.02,0
104.29,74.38,0.387,1.594,0.48,23.42,992.73,1
68.2,87.47,2.403,0.099,1.0,21.69,1015.92,1
52.74,10.86,2.744,2.955,0.869,30.74,990.99,1
8.07,96.98,1.062,2.475,0.933,29.95,998.96,1
55.76,40.73,2.118,1.903,0.624,22.17,1007.01,0
98.49,99.14,0.445,0.182,0.859,34.85,996.4,1
73.74,32.74,2.072,0.225,0.32,34.48,996.73,1
99.86,52.44,0.064,1.635,0.027,33.36,1013.28,1
59.28,41.85,0.452,0.855,0.918,26.73,998.73,0
14.22,42.02,2.13,1.868,0.218,23.25,991.16,1
1.64,85.81,2.136,1.795,0.728,21.26,1011.63,0
36.39,77.18,1.923,2.516,0.659,15.3,1018.63,1
83.76,99.29,1.432,0.844,0.158,27.64,1014.96,1
94.83,65.22,2.025,1.734,0.196,26.06,1006.46,0
35.49,51.69,2.321,2.332,0.329,27.6,1002.75,0
59.48,18.11,2.899,1.472,0.757,26.52,1017.75,1
50.53,99.69,2.666,2.492,0.039,17.75,1012.99,0
49.26,59.64,2.384,0.394,0.407,28.91,1007.12,0
27.76,73.04,2.084,2.202,0.665,22.21,1016.39,1
16.36,46.61,1.722,2.829,0.171,25.33,1008.05,1
23.6,59.29,0.362,0.996,0.119,22.31,1019.21,0
6.64,94.83,0.497,1.099,0.39,15.44,1015.75,0
23.78,24.98,2.461,0.251,0.287,32.53,1006.51,0
1.1,36.31,2.41,1.924,0.649,17.97,1017.69,0
75.27,23.69,1.843,1.657,0.97,26.64,1000.27,1
37.97,81.3,1.317,0.121,0.004,32.66,1011.03,0
116.78,15.58,0.078,2.257,0.902,19.43,995.14,0
23.25,17.35,0.982,2.488,0.433,23.24,1016.86,0
41.5,36.86,1.262,2.721,0.664,22.55,997.44,0
42.94,56.28,1.457,1.637,0.851,16.78,1018.47,1
1.01,46.56,2.788,1.358,0.573,23.47,990.51,0
100.7,14.03,0.326,2.628,0.097,24.59,1010.46,0
3.84,96.17,1.557,1.196,0.141,15.53,994.5,0
112.82,95.76,1.104,1.966,0.789,24.76,1013.12,1
107.05,35.14,2.97,1.846,0.229,16.88,1004.76,0
64.26,75.84,2.586,1.116,0.569,32.85,1017.29,1
65.23,62.07,1.316,0.261,0.428,28.0,1011.45,0
78.45,31.37,2.999,0.064,0.304,16.13,1013.05,0
46.45,33.6,1.542,1.285,0.787,31.54,993.61,1
77.67,54.2,0.501,1.444,0.731,22.23,992.9,1
5.37,47.73,1.668,2.468,0.646,19.51,1015.52,0
6.49,36.21,0.679,1.243,0.373,20.08,996.77,0
54.87,82.68,1.909,0.843,0.226,26.95,1016.01,0
65.95,53.33,2.812,1.386,0.516,16.63,994.28,0
106.54,68.94,2.359,0.714,0.817,16.17,999.25,1
12.56,27.03,0.819,0.274,0.576,27.55,1017.86,0
98.72,58.02,0.891,0.339,0.97,34.64,1015.19,1
25.21,38.62,0.208,0.957,0.015,24.67,991.63,0
47.29,57.38,0.858,0.038,0.998,23.27,1003.44,0
37.99,80.27,0.278,0.661,0.691,33.94,1017.3,1
48.02,79.2,1.498,2.363,0.833,19.82,990.44,0
18.06,41.88,2.125,0.704,0.335,19.81,993.22,0
60.43,72.48,2.254,0.332,0.508,33.1,1009.36,1
96.2,94.72,0.179,2.847,0.797,27.94,993.15,1
52.98,66.31,1.02,1.867,0.761,16.08,1003.47,1
58.87,23.36,0.865,0.18,0.334,28.48,1005.23,0
101.85,71.17,0.313,0.187,0.324,31.4,1015.81,1
84.73,19.44,1.087,1.836,0.663,20.48,1018.72,1
58.85,88.49,0.898,1.62,0.934,22.66,1005.37,0
30.92,56.5,1.903,0.205,0.439,18.95,1005.31,1
106.19,44.66,2.65,0.673,0.353,27.67,1011.8,1
69.24,15.13,1.365,2.787,0.895,28.28,995.78,1
26.54,44.27,2.24,1.716,0.683,16.37,1018.23,1
32.29,91.29,0.438,1.321,0.388,28.55,990.04,0
96.38,11.89,2.685,0.75,0.057,28.17,990.05,1
5.3,52.72,0.458,0.401,0.721,15.7,1008.77,0
119.05,93.8,0.576,1.208,0.353,26.11,1000.24,1
15.64,45.54,0.319,2.767,0.071,27.28,1001.94,0
95.53,48.54,0.929,0.146,0.612,23.6,996.64,0
47.37,62.07,1.657,2.973,0.323,33.03,1002.23,0
59.07,51.66,2.964,0.623,0.338,21.57,1014.84,0
